"Model","PART","MATERIAL","ID NUMBER","BIN NUMBER","CUT LENGTH","CRC","ADDITIONAL STEPS","STEPS","EXTRA"
"DEFAULT","DEFAULT","2X2","DEFAULT","DEFAULT",36.25,1,22.0,"1.75,2,4.875,2,8,6,11.125,6,14.25,2,17.375,2,20.5,6,23.625,6,26.75,2,29.875,2,33,6,1.75,4,4.875,4,8,8,11.125,8,14.25,4,17.375,4,20.5,8,23.625,8,26.75,4,29.875,4,33,8","[200120.0, 43742.0, 43753.0, 'Cable - Alum - 39 A - Surface Mount & Universal Top', 11.0, '8tkaiwdt20', 'Cable', 'A', 'Surface Mount', 'Universal Top', '', 4.0, '', 39.0, 'PC: Black', 132049.0, '', '', '', '']"
"DEFAULT","DEFAULT","2X2","DEFAULT","DEFAULT",36.25,1,22.0,"1.75,2,4.875,2,8,6,11.125,6,14.25,2,17.375,2,20.5,6,23.625,6,26.75,2,29.875,2,33,6,1.75,4,4.875,4,8,8,11.125,8,14.25,4,17.375,4,20.5,8,23.625,8,26.75,4,29.875,4,33,8","[200120.0, 43742.0, 43753.0, 'Cable - Alum - 39 A - Surface Mount & Universal Top', 20.0, 'xa4rpLm2sk', 'Cable', 'A', 'Surface Mount', 'Universal Top', '', 4.0, '', 39.0, 'PC: Black', 132049.0, '', '', '', '']"
"DEFAULT","DEFAULT","2X2","DEFAULT","DEFAULT",36.25,1,22.0,"1.75,2,4.875,2,8,6,11.125,6,14.25,2,17.375,2,20.5,6,23.625,6,26.75,2,29.875,2,33,6,1.75,4,4.875,4,8,8,11.125,8,14.25,4,17.375,4,20.5,8,23.625,8,26.75,4,29.875,4,33,8","[200120.0, 43742.0, 43753.0, 'Cable - Alum - 39 C Left - Surface Mount & Universal Top', 15.0, 'rp9ii764hh', 'Cable', 'C Left', 'Surface Mount', 'Universal Top', '', 1.0, '', 39.0, 'PC: Black', 132065.0, '', '', '', '']"
"DEFAULT","DEFAULT","2X2","DEFAULT","DEFAULT",36.25,1,22.0,"1.75,2,4.875,2,8,6,11.125,6,14.25,2,17.375,2,20.5,6,23.625,6,26.75,2,29.875,2,33,6,1.75,4,4.875,4,8,8,11.125,8,14.25,4,17.375,4,20.5,8,23.625,8,26.75,4,29.875,4,33,8","[200120.0, 43742.0, 43753.0, 'Cable - Alum - 39 C Right - Surface Mount & Universal Top', 17.0, '9x0L1te7g7', 'Cable', 'C Right', 'Surface Mount', 'Universal Top', '', 1.0, '', 39.0, 'PC: Black', 132067.0, '', '', '', '']"
"DEFAULT","DEFAULT","2X2","DEFAULT","DEFAULT",33.25,1,0,"","[201858.0, 43742.0, 43752.0, 'Cable - Alum - 36 R Wall Mount - Surface Mount & Universal Top', 1.0, 'utcLrbo5op', 'Cable', 'R', 'Surface Mount', 'Universal Top', '', 1.0, '', 36.0, 'PC: Speedboat Silver', 133163.0, '', '', '', '']"
"DEFAULT","DEFAULT","2X2","DEFAULT","DEFAULT",33.25,1,20.0,"1.875,1,5,1,8.125,5,11.25,5,14.375,1,17.5,1,20.625,5,23.75,5,26.875,1,30,1,1.875,3,5,3,8.125,7,11.25,7,14.375,3,17.5,3,20.625,7,23.75,7,26.875,3,30,3","[201858.0, 43742.0, 43752.0, 'Cable - Alum - 36 A-5 - Surface Mount & Universal Top', 2.0, '3r0hhqqoch', 'Cable', 'A-5', 'Surface Mount', 'Universal Top', '', 2.0, '', 36.0, 'PC: Speedboat Silver', 132004.0, '', '', '', '']"
"DEFAULT","DEFAULT","2X2","DEFAULT","DEFAULT",33.25,1,20.0,"1.875,1,5,1,8.125,5,11.25,5,14.375,1,17.5,1,20.625,5,23.75,5,26.875,1,30,1,1.875,3,5,3,8.125,7,11.25,7,14.375,3,17.5,3,20.625,7,23.75,7,26.875,3,30,3","[201858.0, 43742.0, 43752.0, 'Cable - Alum - 36 A-5 - Surface Mount & Universal Top', 3.0, 'bkomatnz3m', 'Cable', 'A-5', 'Surface Mount', 'Universal Top', '', 2.0, '', 36.0, 'PC: Speedboat Silver', 132004.0, '', '', '', '']"
"DEFAULT","DEFAULT","2X2","DEFAULT","DEFAULT",33.25,1,42.0,"0.5625,1.0,0.5625,4.0,0.0,1.0,3.125,1.0,6.25,5.0,9.375,5.0,12.5,1.0,15.625,1.0,18.75,5.0,21.875,5.0,25.0,1.0,28.125,1.0,1.875,4.0,5.0,4.0,8.125,8.0,11.25,8.0,14.375,4.0,17.5,4.0,20.625,8.0,23.75,8.0,26.875,4.0,30.0,4.0,1.875,19.0,5.0,19.0,8.125,19.0,11.25,19.0,14.375,19.0,17.5,19.0,20.625,19.0,23.75,19.0,26.875,19.0,30.0,19.0,1.875,16.0,5.0,16.0,8.125,16.0,11.25,16.0,14.375,16.0,17.5,16.0,20.625,16.0,23.75,16.0,26.875,16.0,30.0,16.0","[201858.0, 43742.0, 43752.0, 'Cable - Alum - 36 D - Surface Mount & Universal Top', 4.0, 'cciveh5y75', 'Cable', 'D', 'Surface Mount', 'Universal Top', '', 1.0, 32.0, 36.0, 'PC: Speedboat Silver', 132020.0, '', '', '', '']"
"DEFAULT","DEFAULT","2X2","DEFAULT","DEFAULT",33.25,1,20.0,"3.1247,1.0,6.2497,1.0,9.3747,5.0,12.4997,5.0,15.6247,1.0,18.7497,1.0,21.8747,5.0,24.9997,5.0,28.1247,1.0,31.2497,1.0,1.875,3.0,5.0,3.0,8.125,7.0,11.25,7.0,14.375,3.0,17.5,3.0,20.625,7.0,23.75,7.0,26.875,3.0,30.0,3.0","[201858.0, 43742.0, 43752.0, 'Cable - Alum - 36 B-5 - Surface Mount & Universal Top', 6.0, 'pensk1vzbr', 'Cable', 'B-5', 'Surface Mount', 'Universal Top', '', 2.0, 32.0, 36.0, 'PC: Speedboat Silver', 132010.0, '', '', '', '']"
"DEFAULT","DEFAULT","2X2","DEFAULT","DEFAULT",33.25,1,20.0,"3.1247,1.0,6.2497,1.0,9.3747,5.0,12.4997,5.0,15.6247,1.0,18.7497,1.0,21.8747,5.0,24.9997,5.0,28.1247,1.0,31.2497,1.0,1.875,3.0,5.0,3.0,8.125,7.0,11.25,7.0,14.375,3.0,17.5,3.0,20.625,7.0,23.75,7.0,26.875,3.0,30.0,3.0","[201858.0, 43742.0, 43752.0, 'Cable - Alum - 36 B-5 - Surface Mount & Universal Top', 7.0, 'pL2bL2dts3', 'Cable', 'B-5', 'Surface Mount', 'Universal Top', '', 2.0, 32.0, 36.0, 'PC: Speedboat Silver', 132010.0, '', '', '', '']"
"DEFAULT","DEFAULT","2X2","DEFAULT","DEFAULT",40.75,1,20.0,"3.4773,2.0,6.6023,2.0,9.7273,6.0,12.8523,6.0,15.9773,2.0,19.1023,2.0,22.2273,6.0,25.3523,6.0,28.4773,2.0,31.6023,2.0,1.875,3.0,5.0,3.0,8.125,7.0,11.25,7.0,14.375,3.0,17.5,3.0,20.625,7.0,23.75,7.0,26.875,3.0,30.0,3.0","[201395.0, 43742.0, 43752.0, 'Cable - Alum - 36 B RH Up - Side Mount & Universal Top', 1.0, 'xw5o42qcn6', 'Cable', 'B RH Up', 'Side Mount', 'Universal Top', '', 1.0, 38.7, 36.0, 'PC Fluoropolymer: Black', 182539.0, '', '', '', '']"
"DEFAULT","DEFAULT","2X2","DEFAULT","DEFAULT",40.75,1,20.0,"3.4773,1.0,6.6023,1.0,9.7273,5.0,12.8523,5.0,15.9773,1.0,19.1023,1.0,22.2273,5.0,25.3523,5.0,28.4773,1.0,31.6023,1.0,1.875,3.0,5.0,3.0,8.125,7.0,11.25,7.0,14.375,3.0,17.5,3.0,20.625,7.0,23.75,7.0,26.875,3.0,30.0,3.0","[201395.0, 43742.0, 43752.0, 'Cable - Alum - 36 B-5 RH - Side Mount & Universal Top', 2.0, 'mwp45h569g', 'Cable', 'B-5 RH', 'Side Mount', 'Universal Top', '', 1.0, 38.7, 36.0, 'PC Fluoropolymer: Black', 133126.0, '', '', '', '']"
"DEFAULT","DEFAULT","2X2","DEFAULT","DEFAULT",40.75,1,20.0,"3.4773,2.0,6.6023,2.0,9.7273,6.0,12.8523,6.0,15.9773,2.0,19.1023,2.0,22.2273,6.0,25.3523,6.0,28.4773,2.0,31.6023,2.0,1.875,3.0,5.0,3.0,8.125,7.0,11.25,7.0,14.375,3.0,17.5,3.0,20.625,7.0,23.75,7.0,26.875,3.0,30.0,3.0","[201395.0, 43742.0, 43752.0, 'Cable - Alum - 36 B LH Up - Side Mount & Universal Top', 4.0, 'b8d49370sd', 'Cable', 'B LH Up', 'Side Mount', 'Universal Top', '', 1.0, 38.7, 36.0, 'PC Fluoropolymer: Black', 182538.0, '', '', '', '']"
"DEFAULT","DEFAULT","2X2","DEFAULT","DEFAULT",40.75,1,20.0,"3.4773,1.0,6.6023,1.0,9.7273,5.0,12.8523,5.0,15.9773,1.0,19.1023,1.0,22.2273,5.0,25.3523,5.0,28.4773,1.0,31.6023,1.0,1.875,3.0,5.0,3.0,8.125,7.0,11.25,7.0,14.375,3.0,17.5,3.0,20.625,7.0,23.75,7.0,26.875,3.0,30.0,3.0","[201395.0, 43742.0, 43752.0, 'Cable - Alum - 36 B-5 LH - Side Mount & Universal Top', 5.0, 'yi7cctrxxr', 'Cable', 'B-5 LH', 'Side Mount', 'Universal Top', '', 1.0, 38.7, 36.0, 'PC Fluoropolymer: Black', 133124.0, '', '', '', '']"
"DEFAULT","DEFAULT","2X2","DEFAULT","DEFAULT",33.25,1,20.0,"1.875,2,5,2,8.125,6,11.25,6,14.375,2,17.5,2,20.625,6,23.75,6,26.875,2,30,2,1.875,4,5,4,8.125,8,11.25,8,14.375,4,17.5,4,20.625,8,23.75,8,26.875,4,30,4","[201395.0, 43742.0, 43752.0, 'Cable - Alum - 36 A - Surface Mount & Universal Top', 7.0, 'zzoxxo9qu3', 'Cable', 'A', 'Surface Mount', 'Universal Top', '', 4.0, '', 36.0, 'PC Fluoropolymer: Black', 132000.0, '', '', '', '']"
"DEFAULT","DEFAULT","2X2","DEFAULT","DEFAULT",33.25,1,20.0,"1.875,2,5,2,8.125,6,11.25,6,14.375,2,17.5,2,20.625,6,23.75,6,26.875,2,30,2,1.875,4,5,4,8.125,8,11.25,8,14.375,4,17.5,4,20.625,8,23.75,8,26.875,4,30,4","[201395.0, 43742.0, 43752.0, 'Cable - Alum - 36 A - Surface Mount & Universal Top', 8.0, '5qymn6snvo', 'Cable', 'A', 'Surface Mount', 'Universal Top', '', 4.0, '', 36.0, 'PC Fluoropolymer: Black', 132000.0, '', '', '', '']"
"DEFAULT","DEFAULT","2X2","DEFAULT","DEFAULT",33.25,1,20.0,"1.875,2,5,2,8.125,6,11.25,6,14.375,2,17.5,2,20.625,6,23.75,6,26.875,2,30,2,1.875,4,5,4,8.125,8,11.25,8,14.375,4,17.5,4,20.625,8,23.75,8,26.875,4,30,4","[201395.0, 43742.0, 43752.0, 'Cable - Alum - 36 A - Surface Mount & Universal Top', 9.0, 'dthLraa5zu', 'Cable', 'A', 'Surface Mount', 'Universal Top', '', 4.0, '', 36.0, 'PC Fluoropolymer: Black', 132000.0, '', '', '', '']"
"DEFAULT","DEFAULT","2X2","DEFAULT","DEFAULT",33.25,1,20.0,"1.875,2,5,2,8.125,6,11.25,6,14.375,2,17.5,2,20.625,6,23.75,6,26.875,2,30,2,1.875,4,5,4,8.125,8,11.25,8,14.375,4,17.5,4,20.625,8,23.75,8,26.875,4,30,4","[201395.0, 43742.0, 43752.0, 'Cable - Alum - 36 A - Surface Mount & Universal Top', 13.0, '77qyi0b4v0', 'Cable', 'A', 'Surface Mount', 'Universal Top', '', 4.0, '', 36.0, 'PC Fluoropolymer: Black', 132000.0, '', '', '', '']"
"DEFAULT","DEFAULT","2X2","DEFAULT","DEFAULT",33.25,1,20.0,"1.875,2,5,2,8.125,6,11.25,6,14.375,2,17.5,2,20.625,6,23.75,6,26.875,2,30,2,1.875,4,5,4,8.125,8,11.25,8,14.375,4,17.5,4,20.625,8,23.75,8,26.875,4,30,4","[201395.0, 43742.0, 43752.0, 'Cable - Alum - 36 C Right - Surface Mount & Universal Top', 10.0, 'azycsngvo7', 'Cable', 'C Right', 'Surface Mount', 'Universal Top', '', 1.0, '', 36.0, 'PC Fluoropolymer: Black', 132018.0, '', '', '', '']"
"DEFAULT","DEFAULT","2X2","DEFAULT","DEFAULT",33.25,1,20.0,"1.875,2,5,2,8.125,6,11.25,6,14.375,2,17.5,2,20.625,6,23.75,6,26.875,2,30,2,1.875,4,5,4,8.125,8,11.25,8,14.375,4,17.5,4,20.625,8,23.75,8,26.875,4,30,4","[201395.0, 43742.0, 43752.0, 'Cable - Alum - 36 A-2 - Surface Mount & Universal Top', 11.0, 'w2nq6it0z6', 'Cable', 'A-2', 'Surface Mount', 'Universal Top', '', 2.0, '', 36.0, 'PC Fluoropolymer: Black', 150199.0, '', '', '', '']"
"DEFAULT","DEFAULT","2X2","DEFAULT","DEFAULT",33.25,1,20.0,"1.875,2,5,2,8.125,6,11.25,6,14.375,2,17.5,2,20.625,6,23.75,6,26.875,2,30,2,1.875,4,5,4,8.125,8,11.25,8,14.375,4,17.5,4,20.625,8,23.75,8,26.875,4,30,4","[201395.0, 43742.0, 43752.0, 'Cable - Alum - 36 A-2 - Surface Mount & Universal Top', 12.0, 'ddkitu5wov', 'Cable', 'A-2', 'Surface Mount', 'Universal Top', '', 2.0, '', 36.0, 'PC Fluoropolymer: Black', 150199.0, '', '', '', '']"

